old_model,new_model,family,n_common,old_accuracy,new_accuracy,accuracy_delta,accuracy_delta_ci95_bootstrap,old_error_count,new_error_count,persistent_error_count,improvement_count,regression_count,improvement_mass,regression_mass,error_jaccard,error_redistribution_index,shifted_error_mass,mcnemar_exact_p,category_deltas,top_improving_categories,top_regressing_categories
Gemma-3-270M-Instruct,Gemma-3-1B-Instruct,gemma,3008,0.104388,0.117686,0.013298,"{'low': -0.001995, 'high': 0.02859}",2694,2654,2403,291,251,0.096742,0.083444,0.815959,0.184041,0.180186,0.093805,"[{'category': 'biology', 'n': 180, 'old_accuracy': 0.083333, 'new_accuracy': 0.144444, 'accuracy_delta': 0.061111, 'improvement_mass': 0.116667, 'regression_mass': 0.055556}, {'category': 'business', 'n': 188, 'old_accuracy': 0.143617, 'new_accuracy': 0.117021, 'accuracy_delta': -0.026596, 'improvement_mass': 0.069149, 'regression_mass': 0.095745}, {'category': 'chemistry', 'n': 302, 'old_accuracy': 0.076159, 'new_accuracy': 0.072848, 'accuracy_delta': -0.003311, 'improvement_mass': 0.062914, 'regression_mass': 0.066225}, {'category': 'computer science', 'n': 106, 'old_accuracy': 0.160377, 'new_accuracy': 0.122642, 'accuracy_delta': -0.037736, 'improvement_mass': 0.084906, 'regression_mass': 0.122642}, {'category': 'economics', 'n': 202, 'old_accuracy': 0.108911, 'new_accuracy': 0.173267, 'accuracy_delta': 0.064356, 'improvement_mass': 0.133663, 'regression_mass': 0.069307}, {'category': 'engineering', 'n': 249, 'old_accuracy': 0.080321, 'new_accuracy': 0.124498, 'accuracy_delta': 0.044177, 'improvement_mass': 0.108434, 'regression_mass': 0.064257}, {'category': 'health', 'n': 198, 'old_accuracy': 0.141414, 'new_accuracy': 0.141414, 'accuracy_delta': 0.0, 'improvement_mass': 0.121212, 'regression_mass': 0.121212}, {'category': 'history', 'n': 99, 'old_accuracy': 0.161616, 'new_accuracy': 0.131313, 'accuracy_delta': -0.030303, 'improvement_mass': 0.111111, 'regression_mass': 0.141414}, {'category': 'law', 'n': 263, 'old_accuracy': 0.095057, 'new_accuracy': 0.102662, 'accuracy_delta': 0.007605, 'improvement_mass': 0.079848, 'regression_mass': 0.072243}, {'category': 'math', 'n': 335, 'old_accuracy': 0.104478, 'new_accuracy': 0.101493, 'accuracy_delta': -0.002985, 'improvement_mass': 0.089552, 'regression_mass': 0.092537}, {'category': 'other', 'n': 230, 'old_accuracy': 0.1, 'new_accuracy': 0.113043, 'accuracy_delta': 0.013043, 'improvement_mass': 0.1, 'regression_mass': 0.086957}, {'category': 'philosophy', 'n': 126, 'old_accuracy': 0.119048, 'new_accuracy': 0.134921, 'accuracy_delta': 0.015873, 'improvement_mass': 0.095238, 'regression_mass': 0.079365}, {'category': 'physics', 'n': 324, 'old_accuracy': 0.08642, 'new_accuracy': 0.092593, 'accuracy_delta': 0.006173, 'improvement_mass': 0.083333, 'regression_mass': 0.07716}, {'category': 'psychology', 'n': 206, 'old_accuracy': 0.097087, 'new_accuracy': 0.145631, 'accuracy_delta': 0.048544, 'improvement_mass': 0.131068, 'regression_mass': 0.082524}]","[{'category': 'economics', 'n': 202, 'old_accuracy': 0.108911, 'new_accuracy': 0.173267, 'accuracy_delta': 0.064356, 'improvement_mass': 0.133663, 'regression_mass': 0.069307}, {'category': 'biology', 'n': 180, 'old_accuracy': 0.083333, 'new_accuracy': 0.144444, 'accuracy_delta': 0.061111, 'improvement_mass': 0.116667, 'regression_mass': 0.055556}, {'category': 'psychology', 'n': 206, 'old_accuracy': 0.097087, 'new_accuracy': 0.145631, 'accuracy_delta': 0.048544, 'improvement_mass': 0.131068, 'regression_mass': 0.082524}, {'category': 'engineering', 'n': 249, 'old_accuracy': 0.080321, 'new_accuracy': 0.124498, 'accuracy_delta': 0.044177, 'improvement_mass': 0.108434, 'regression_mass': 0.064257}, {'category': 'philosophy', 'n': 126, 'old_accuracy': 0.119048, 'new_accuracy': 0.134921, 'accuracy_delta': 0.015873, 'improvement_mass': 0.095238, 'regression_mass': 0.079365}]","[{'category': 'computer science', 'n': 106, 'old_accuracy': 0.160377, 'new_accuracy': 0.122642, 'accuracy_delta': -0.037736, 'improvement_mass': 0.084906, 'regression_mass': 0.122642}, {'category': 'history', 'n': 99, 'old_accuracy': 0.161616, 'new_accuracy': 0.131313, 'accuracy_delta': -0.030303, 'improvement_mass': 0.111111, 'regression_mass': 0.141414}, {'category': 'business', 'n': 188, 'old_accuracy': 0.143617, 'new_accuracy': 0.117021, 'accuracy_delta': -0.026596, 'improvement_mass': 0.069149, 'regression_mass': 0.095745}, {'category': 'chemistry', 'n': 302, 'old_accuracy': 0.076159, 'new_accuracy': 0.072848, 'accuracy_delta': -0.003311, 'improvement_mass': 0.062914, 'regression_mass': 0.066225}, {'category': 'math', 'n': 335, 'old_accuracy': 0.104478, 'new_accuracy': 0.101493, 'accuracy_delta': -0.002985, 'improvement_mass': 0.089552, 'regression_mass': 0.092537}]"
Gemma-3-270M-Instruct,Gemma-3-1B-it,gemma,3008,0.104388,0.175199,0.070811,"{'low': 0.053856, 'high': 0.088763}",2694,2481,2226,468,255,0.155585,0.084774,0.754832,0.245168,0.240359,0.0,"[{'category': 'biology', 'n': 180, 'old_accuracy': 0.083333, 'new_accuracy': 0.327778, 'accuracy_delta': 0.244444, 'improvement_mass': 0.3, 'regression_mass': 0.055556}, {'category': 'business', 'n': 188, 'old_accuracy': 0.143617, 'new_accuracy': 0.154255, 'accuracy_delta': 0.010638, 'improvement_mass': 0.12766, 'regression_mass': 0.117021}, {'category': 'chemistry', 'n': 302, 'old_accuracy': 0.076159, 'new_accuracy': 0.112583, 'accuracy_delta': 0.036424, 'improvement_mass': 0.092715, 'regression_mass': 0.056291}, {'category': 'computer science', 'n': 106, 'old_accuracy': 0.160377, 'new_accuracy': 0.207547, 'accuracy_delta': 0.04717, 'improvement_mass': 0.150943, 'regression_mass': 0.103774}, {'category': 'economics', 'n': 202, 'old_accuracy': 0.108911, 'new_accuracy': 0.277228, 'accuracy_delta': 0.168317, 'improvement_mass': 0.257426, 'regression_mass': 0.089109}, {'category': 'engineering', 'n': 249, 'old_accuracy': 0.080321, 'new_accuracy': 0.11245, 'accuracy_delta': 0.032129, 'improvement_mass': 0.11245, 'regression_mass': 0.080321}, {'category': 'health', 'n': 198, 'old_accuracy': 0.141414, 'new_accuracy': 0.181818, 'accuracy_delta': 0.040404, 'improvement_mass': 0.156566, 'regression_mass': 0.116162}, {'category': 'history', 'n': 99, 'old_accuracy': 0.161616, 'new_accuracy': 0.20202, 'accuracy_delta': 0.040404, 'improvement_mass': 0.181818, 'regression_mass': 0.141414}, {'category': 'law', 'n': 263, 'old_accuracy': 0.095057, 'new_accuracy': 0.136882, 'accuracy_delta': 0.041825, 'improvement_mass': 0.114068, 'regression_mass': 0.072243}, {'category': 'math', 'n': 335, 'old_accuracy': 0.104478, 'new_accuracy': 0.134328, 'accuracy_delta': 0.029851, 'improvement_mass': 0.113433, 'regression_mass': 0.083582}, {'category': 'other', 'n': 230, 'old_accuracy': 0.1, 'new_accuracy': 0.208696, 'accuracy_delta': 0.108696, 'improvement_mass': 0.186957, 'regression_mass': 0.078261}, {'category': 'philosophy', 'n': 126, 'old_accuracy': 0.119048, 'new_accuracy': 0.15873, 'accuracy_delta': 0.039683, 'improvement_mass': 0.126984, 'regression_mass': 0.087302}, {'category': 'physics', 'n': 324, 'old_accuracy': 0.08642, 'new_accuracy': 0.12037, 'accuracy_delta': 0.033951, 'improvement_mass': 0.117284, 'regression_mass': 0.083333}, {'category': 'psychology', 'n': 206, 'old_accuracy': 0.097087, 'new_accuracy': 0.26699, 'accuracy_delta': 0.169903, 'improvement_mass': 0.252427, 'regression_mass': 0.082524}]","[{'category': 'biology', 'n': 180, 'old_accuracy': 0.083333, 'new_accuracy': 0.327778, 'accuracy_delta': 0.244444, 'improvement_mass': 0.3, 'regression_mass': 0.055556}, {'category': 'psychology', 'n': 206, 'old_accuracy': 0.097087, 'new_accuracy': 0.26699, 'accuracy_delta': 0.169903, 'improvement_mass': 0.252427, 'regression_mass': 0.082524}, {'category': 'economics', 'n': 202, 'old_accuracy': 0.108911, 'new_accuracy': 0.277228, 'accuracy_delta': 0.168317, 'improvement_mass': 0.257426, 'regression_mass': 0.089109}, {'category': 'other', 'n': 230, 'old_accuracy': 0.1, 'new_accuracy': 0.208696, 'accuracy_delta': 0.108696, 'improvement_mass': 0.186957, 'regression_mass': 0.078261}, {'category': 'computer science', 'n': 106, 'old_accuracy': 0.160377, 'new_accuracy': 0.207547, 'accuracy_delta': 0.04717, 'improvement_mass': 0.150943, 'regression_mass': 0.103774}]","[{'category': 'business', 'n': 188, 'old_accuracy': 0.143617, 'new_accuracy': 0.154255, 'accuracy_delta': 0.010638, 'improvement_mass': 0.12766, 'regression_mass': 0.117021}, {'category': 'math', 'n': 335, 'old_accuracy': 0.104478, 'new_accuracy': 0.134328, 'accuracy_delta': 0.029851, 'improvement_mass': 0.113433, 'regression_mass': 0.083582}, {'category': 'engineering', 'n': 249, 'old_accuracy': 0.080321, 'new_accuracy': 0.11245, 'accuracy_delta': 0.032129, 'improvement_mass': 0.11245, 'regression_mass': 0.080321}, {'category': 'physics', 'n': 324, 'old_accuracy': 0.08642, 'new_accuracy': 0.12037, 'accuracy_delta': 0.033951, 'improvement_mass': 0.117284, 'regression_mass': 0.083333}, {'category': 'chemistry', 'n': 302, 'old_accuracy': 0.076159, 'new_accuracy': 0.112583, 'accuracy_delta': 0.036424, 'improvement_mass': 0.092715, 'regression_mass': 0.056291}]"
Gemma-3-270M-Instruct,Gemma-2-2B-Instruct,gemma,3008,0.104388,0.316822,0.212434,"{'low': 0.191157, 'high': 0.232048}",2694,2055,1840,854,215,0.28391,0.071476,0.63252,0.36748,0.355386,0.0,"[{'category': 'biology', 'n': 180, 'old_accuracy': 0.083333, 'new_accuracy': 0.544444, 'accuracy_delta': 0.461111, 'improvement_mass': 0.511111, 'regression_mass': 0.05}, {'category': 'business', 'n': 188, 'old_accuracy': 0.143617, 'new_accuracy': 0.335106, 'accuracy_delta': 0.191489, 'improvement_mass': 0.303191, 'regression_mass': 0.111702}, {'category': 'chemistry', 'n': 302, 'old_accuracy': 0.076159, 'new_accuracy': 0.298013, 'accuracy_delta': 0.221854, 'improvement_mass': 0.284768, 'regression_mass': 0.062914}, {'category': 'computer science', 'n': 106, 'old_accuracy': 0.160377, 'new_accuracy': 0.330189, 'accuracy_delta': 0.169811, 'improvement_mass': 0.283019, 'regression_mass': 0.113208}, {'category': 'economics', 'n': 202, 'old_accuracy': 0.108911, 'new_accuracy': 0.475248, 'accuracy_delta': 0.366337, 'improvement_mass': 0.420792, 'regression_mass': 0.054455}, {'category': 'engineering', 'n': 249, 'old_accuracy': 0.080321, 'new_accuracy': 0.160643, 'accuracy_delta': 0.080321, 'improvement_mass': 0.156627, 'regression_mass': 0.076305}, {'category': 'health', 'n': 198, 'old_accuracy': 0.141414, 'new_accuracy': 0.328283, 'accuracy_delta': 0.186869, 'improvement_mass': 0.292929, 'regression_mass': 0.106061}, {'category': 'history', 'n': 99, 'old_accuracy': 0.161616, 'new_accuracy': 0.242424, 'accuracy_delta': 0.080808, 'improvement_mass': 0.171717, 'regression_mass': 0.090909}, {'category': 'law', 'n': 263, 'old_accuracy': 0.095057, 'new_accuracy': 0.212928, 'accuracy_delta': 0.117871, 'improvement_mass': 0.193916, 'regression_mass': 0.076046}, {'category': 'math', 'n': 335, 'old_accuracy': 0.104478, 'new_accuracy': 0.298507, 'accuracy_delta': 0.19403, 'improvement_mass': 0.256716, 'regression_mass': 0.062687}, {'category': 'other', 'n': 230, 'old_accuracy': 0.1, 'new_accuracy': 0.278261, 'accuracy_delta': 0.178261, 'improvement_mass': 0.243478, 'regression_mass': 0.065217}, {'category': 'philosophy', 'n': 126, 'old_accuracy': 0.119048, 'new_accuracy': 0.246032, 'accuracy_delta': 0.126984, 'improvement_mass': 0.206349, 'regression_mass': 0.079365}, {'category': 'physics', 'n': 324, 'old_accuracy': 0.08642, 'new_accuracy': 0.305556, 'accuracy_delta': 0.219136, 'improvement_mass': 0.274691, 'regression_mass': 0.055556}, {'category': 'psychology', 'n': 206, 'old_accuracy': 0.097087, 'new_accuracy': 0.446602, 'accuracy_delta': 0.349515, 'improvement_mass': 0.398058, 'regression_mass': 0.048544}]","[{'category': 'biology', 'n': 180, 'old_accuracy': 0.083333, 'new_accuracy': 0.544444, 'accuracy_delta': 0.461111, 'improvement_mass': 0.511111, 'regression_mass': 0.05}, {'category': 'economics', 'n': 202, 'old_accuracy': 0.108911, 'new_accuracy': 0.475248, 'accuracy_delta': 0.366337, 'improvement_mass': 0.420792, 'regression_mass': 0.054455}, {'category': 'psychology', 'n': 206, 'old_accuracy': 0.097087, 'new_accuracy': 0.446602, 'accuracy_delta': 0.349515, 'improvement_mass': 0.398058, 'regression_mass': 0.048544}, {'category': 'chemistry', 'n': 302, 'old_accuracy': 0.076159, 'new_accuracy': 0.298013, 'accuracy_delta': 0.221854, 'improvement_mass': 0.284768, 'regression_mass': 0.062914}, {'category': 'physics', 'n': 324, 'old_accuracy': 0.08642, 'new_accuracy': 0.305556, 'accuracy_delta': 0.219136, 'improvement_mass': 0.274691, 'regression_mass': 0.055556}]","[{'category': 'engineering', 'n': 249, 'old_accuracy': 0.080321, 'new_accuracy': 0.160643, 'accuracy_delta': 0.080321, 'improvement_mass': 0.156627, 'regression_mass': 0.076305}, {'category': 'history', 'n': 99, 'old_accuracy': 0.161616, 'new_accuracy': 0.242424, 'accuracy_delta': 0.080808, 'improvement_mass': 0.171717, 'regression_mass': 0.090909}, {'category': 'law', 'n': 263, 'old_accuracy': 0.095057, 'new_accuracy': 0.212928, 'accuracy_delta': 0.117871, 'improvement_mass': 0.193916, 'regression_mass': 0.076046}, {'category': 'philosophy', 'n': 126, 'old_accuracy': 0.119048, 'new_accuracy': 0.246032, 'accuracy_delta': 0.126984, 'improvement_mass': 0.206349, 'regression_mass': 0.079365}, {'category': 'computer science', 'n': 106, 'old_accuracy': 0.160377, 'new_accuracy': 0.330189, 'accuracy_delta': 0.169811, 'improvement_mass': 0.283019, 'regression_mass': 0.113208}]"
Gemma-3-270M-Instruct,Gemma-4-E2B-Instruct,gemma,3008,0.104388,0.018285,-0.086103,"{'low': -0.097739, 'high': -0.074468}",2694,2953,2642,52,311,0.017287,0.103391,0.879201,0.120799,0.120678,0.0,"[{'category': 'biology', 'n': 180, 'old_accuracy': 0.083333, 'new_accuracy': 0.005556, 'accuracy_delta': -0.077778, 'improvement_mass': 0.0, 'regression_mass': 0.077778}, {'category': 'business', 'n': 188, 'old_accuracy': 0.143617, 'new_accuracy': 0.047872, 'accuracy_delta': -0.095745, 'improvement_mass': 0.047872, 'regression_mass': 0.143617}, {'category': 'chemistry', 'n': 302, 'old_accuracy': 0.076159, 'new_accuracy': 0.036424, 'accuracy_delta': -0.039735, 'improvement_mass': 0.036424, 'regression_mass': 0.076159}, {'category': 'computer science', 'n': 106, 'old_accuracy': 0.160377, 'new_accuracy': 0.009434, 'accuracy_delta': -0.150943, 'improvement_mass': 0.009434, 'regression_mass': 0.160377}, {'category': 'economics', 'n': 202, 'old_accuracy': 0.108911, 'new_accuracy': 0.0, 'accuracy_delta': -0.108911, 'improvement_mass': 0.0, 'regression_mass': 0.108911}, {'category': 'engineering', 'n': 249, 'old_accuracy': 0.080321, 'new_accuracy': 0.048193, 'accuracy_delta': -0.032129, 'improvement_mass': 0.044177, 'regression_mass': 0.076305}, {'category': 'health', 'n': 198, 'old_accuracy': 0.141414, 'new_accuracy': 0.0, 'accuracy_delta': -0.141414, 'improvement_mass': 0.0, 'regression_mass': 0.141414}, {'category': 'history', 'n': 99, 'old_accuracy': 0.161616, 'new_accuracy': 0.010101, 'accuracy_delta': -0.151515, 'improvement_mass': 0.010101, 'regression_mass': 0.161616}, {'category': 'law', 'n': 263, 'old_accuracy': 0.095057, 'new_accuracy': 0.003802, 'accuracy_delta': -0.091255, 'improvement_mass': 0.0, 'regression_mass': 0.091255}, {'category': 'math', 'n': 335, 'old_accuracy': 0.104478, 'new_accuracy': 0.035821, 'accuracy_delta': -0.068657, 'improvement_mass': 0.035821, 'regression_mass': 0.104478}, {'category': 'other', 'n': 230, 'old_accuracy': 0.1, 'new_accuracy': 0.0, 'accuracy_delta': -0.1, 'improvement_mass': 0.0, 'regression_mass': 0.1}, {'category': 'philosophy', 'n': 126, 'old_accuracy': 0.119048, 'new_accuracy': 0.007937, 'accuracy_delta': -0.111111, 'improvement_mass': 0.007937, 'regression_mass': 0.119048}, {'category': 'physics', 'n': 324, 'old_accuracy': 0.08642, 'new_accuracy': 0.018519, 'accuracy_delta': -0.067901, 'improvement_mass': 0.018519, 'regression_mass': 0.08642}, {'category': 'psychology', 'n': 206, 'old_accuracy': 0.097087, 'new_accuracy': 0.0, 'accuracy_delta': -0.097087, 'improvement_mass': 0.0, 'regression_mass': 0.097087}]","[{'category': 'engineering', 'n': 249, 'old_accuracy': 0.080321, 'new_accuracy': 0.048193, 'accuracy_delta': -0.032129, 'improvement_mass': 0.044177, 'regression_mass': 0.076305}, {'category': 'chemistry', 'n': 302, 'old_accuracy': 0.076159, 'new_accuracy': 0.036424, 'accuracy_delta': -0.039735, 'improvement_mass': 0.036424, 'regression_mass': 0.076159}, {'category': 'physics', 'n': 324, 'old_accuracy': 0.08642, 'new_accuracy': 0.018519, 'accuracy_delta': -0.067901, 'improvement_mass': 0.018519, 'regression_mass': 0.08642}, {'category': 'math', 'n': 335, 'old_accuracy': 0.104478, 'new_accuracy': 0.035821, 'accuracy_delta': -0.068657, 'improvement_mass': 0.035821, 'regression_mass': 0.104478}, {'category': 'biology', 'n': 180, 'old_accuracy': 0.083333, 'new_accuracy': 0.005556, 'accuracy_delta': -0.077778, 'improvement_mass': 0.0, 'regression_mass': 0.077778}]","[{'category': 'history', 'n': 99, 'old_accuracy': 0.161616, 'new_accuracy': 0.010101, 'accuracy_delta': -0.151515, 'improvement_mass': 0.010101, 'regression_mass': 0.161616}, {'category': 'computer science', 'n': 106, 'old_accuracy': 0.160377, 'new_accuracy': 0.009434, 'accuracy_delta': -0.150943, 'improvement_mass': 0.009434, 'regression_mass': 0.160377}, {'category': 'health', 'n': 198, 'old_accuracy': 0.141414, 'new_accuracy': 0.0, 'accuracy_delta': -0.141414, 'improvement_mass': 0.0, 'regression_mass': 0.141414}, {'category': 'philosophy', 'n': 126, 'old_accuracy': 0.119048, 'new_accuracy': 0.007937, 'accuracy_delta': -0.111111, 'improvement_mass': 0.007937, 'regression_mass': 0.119048}, {'category': 'economics', 'n': 202, 'old_accuracy': 0.108911, 'new_accuracy': 0.0, 'accuracy_delta': -0.108911, 'improvement_mass': 0.0, 'regression_mass': 0.108911}]"
Gemma-3-1B-Instruct,Gemma-3-1B-it,gemma,3008,0.117686,0.175199,0.057513,"{'low': 0.039894, 'high': 0.073471}",2654,2481,2249,405,232,0.134641,0.077128,0.779279,0.220721,0.211769,0.0,"[{'category': 'biology', 'n': 180, 'old_accuracy': 0.144444, 'new_accuracy': 0.327778, 'accuracy_delta': 0.183333, 'improvement_mass': 0.255556, 'regression_mass': 0.072222}, {'category': 'business', 'n': 188, 'old_accuracy': 0.117021, 'new_accuracy': 0.154255, 'accuracy_delta': 0.037234, 'improvement_mass': 0.117021, 'regression_mass': 0.079787}, {'category': 'chemistry', 'n': 302, 'old_accuracy': 0.072848, 'new_accuracy': 0.112583, 'accuracy_delta': 0.039735, 'improvement_mass': 0.096026, 'regression_mass': 0.056291}, {'category': 'computer science', 'n': 106, 'old_accuracy': 0.122642, 'new_accuracy': 0.207547, 'accuracy_delta': 0.084906, 'improvement_mass': 0.150943, 'regression_mass': 0.066038}, {'category': 'economics', 'n': 202, 'old_accuracy': 0.173267, 'new_accuracy': 0.277228, 'accuracy_delta': 0.10396, 'improvement_mass': 0.183168, 'regression_mass': 0.079208}, {'category': 'engineering', 'n': 249, 'old_accuracy': 0.124498, 'new_accuracy': 0.11245, 'accuracy_delta': -0.012048, 'improvement_mass': 0.092369, 'regression_mass': 0.104418}, {'category': 'health', 'n': 198, 'old_accuracy': 0.141414, 'new_accuracy': 0.181818, 'accuracy_delta': 0.040404, 'improvement_mass': 0.156566, 'regression_mass': 0.116162}, {'category': 'history', 'n': 99, 'old_accuracy': 0.131313, 'new_accuracy': 0.20202, 'accuracy_delta': 0.070707, 'improvement_mass': 0.161616, 'regression_mass': 0.090909}, {'category': 'law', 'n': 263, 'old_accuracy': 0.102662, 'new_accuracy': 0.136882, 'accuracy_delta': 0.034221, 'improvement_mass': 0.114068, 'regression_mass': 0.079848}, {'category': 'math', 'n': 335, 'old_accuracy': 0.101493, 'new_accuracy': 0.134328, 'accuracy_delta': 0.032836, 'improvement_mass': 0.104478, 'regression_mass': 0.071642}, {'category': 'other', 'n': 230, 'old_accuracy': 0.113043, 'new_accuracy': 0.208696, 'accuracy_delta': 0.095652, 'improvement_mass': 0.16087, 'regression_mass': 0.065217}, {'category': 'philosophy', 'n': 126, 'old_accuracy': 0.134921, 'new_accuracy': 0.15873, 'accuracy_delta': 0.02381, 'improvement_mass': 0.103175, 'regression_mass': 0.079365}, {'category': 'physics', 'n': 324, 'old_accuracy': 0.092593, 'new_accuracy': 0.12037, 'accuracy_delta': 0.027778, 'improvement_mass': 0.089506, 'regression_mass': 0.061728}, {'category': 'psychology', 'n': 206, 'old_accuracy': 0.145631, 'new_accuracy': 0.26699, 'accuracy_delta': 0.121359, 'improvement_mass': 0.199029, 'regression_mass': 0.07767}]","[{'category': 'biology', 'n': 180, 'old_accuracy': 0.144444, 'new_accuracy': 0.327778, 'accuracy_delta': 0.183333, 'improvement_mass': 0.255556, 'regression_mass': 0.072222}, {'category': 'psychology', 'n': 206, 'old_accuracy': 0.145631, 'new_accuracy': 0.26699, 'accuracy_delta': 0.121359, 'improvement_mass': 0.199029, 'regression_mass': 0.07767}, {'category': 'economics', 'n': 202, 'old_accuracy': 0.173267, 'new_accuracy': 0.277228, 'accuracy_delta': 0.10396, 'improvement_mass': 0.183168, 'regression_mass': 0.079208}, {'category': 'other', 'n': 230, 'old_accuracy': 0.113043, 'new_accuracy': 0.208696, 'accuracy_delta': 0.095652, 'improvement_mass': 0.16087, 'regression_mass': 0.065217}, {'category': 'computer science', 'n': 106, 'old_accuracy': 0.122642, 'new_accuracy': 0.207547, 'accuracy_delta': 0.084906, 'improvement_mass': 0.150943, 'regression_mass': 0.066038}]","[{'category': 'engineering', 'n': 249, 'old_accuracy': 0.124498, 'new_accuracy': 0.11245, 'accuracy_delta': -0.012048, 'improvement_mass': 0.092369, 'regression_mass': 0.104418}, {'category': 'philosophy', 'n': 126, 'old_accuracy': 0.134921, 'new_accuracy': 0.15873, 'accuracy_delta': 0.02381, 'improvement_mass': 0.103175, 'regression_mass': 0.079365}, {'category': 'physics', 'n': 324, 'old_accuracy': 0.092593, 'new_accuracy': 0.12037, 'accuracy_delta': 0.027778, 'improvement_mass': 0.089506, 'regression_mass': 0.061728}, {'category': 'math', 'n': 335, 'old_accuracy': 0.101493, 'new_accuracy': 0.134328, 'accuracy_delta': 0.032836, 'improvement_mass': 0.104478, 'regression_mass': 0.071642}, {'category': 'law', 'n': 263, 'old_accuracy': 0.102662, 'new_accuracy': 0.136882, 'accuracy_delta': 0.034221, 'improvement_mass': 0.114068, 'regression_mass': 0.079848}]"
