comparison_id,family,old_model,new_model,n_common,saved_old_accuracy,raw_old_accuracy,raw_minus_saved_old_accuracy,saved_new_accuracy,raw_new_accuracy,raw_minus_saved_new_accuracy,saved_accuracy_delta,raw_accuracy_delta,raw_minus_saved_accuracy_delta,saved_improvement_mass,raw_improvement_mass,raw_minus_saved_improvement_mass,saved_regression_mass,raw_regression_mass,raw_minus_saved_regression_mass,saved_churn_mass,raw_churn_mass,raw_minus_saved_churn_mass,saved_error_persistence,raw_error_persistence,raw_minus_saved_error_persistence,saved_normalized_regression_burden,raw_normalized_regression_burden,raw_minus_saved_normalized_regression_burden
Gemma-3-270M-Instruct -> Gemma-3-1B-Instruct,gemma,Gemma-3-270M-Instruct,Gemma-3-1B-Instruct,3008,0.104388,0.100399,-0.003989,0.117686,0.131316,0.01363,0.013298,0.030917,0.017619,0.096742,0.097074,0.000332,0.083444,0.066157,-0.017287,0.180186,0.163231,-0.016955,0.891982,0.892092,0.00011,0.09317,0.07354,-0.01963
